scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Stage A (D+T),EH,21,0.294657478792839,5149.083333333333,162.17930164020692,164.65811965811966
Stage A (D+T),EH,22,0.32876293995982253,5112.5,165.16558739330995,174.48076923076923
Stage A (D+T),EH,23,0.27389832357276456,5104.0,167.18090706271101,164.19871794871796
Stage A (D+T),EH,24,0.22025489263087095,5064.083333333333,159.08193374112176,154.81196581196582
Stage A (D+T),EH,25,0.29204014019135605,5033.75,158.5068131124049,160.2905982905983
Stage A (D+T),EH,26,0.28135711513867717,5105.416666666667,160.3824315301084,161.508547008547
Stage A (D+T),EH,27,0.2928513290495454,5104.666666666667,164.09961058105696,166.3034188034188
Stage A (D+T),EH,28,0.23803317226237022,5108.25,153.8296613271291,155.5982905982906
Stage A (D+T),EH,29,0.31250203702833473,5135.416666666667,169.48445795325583,167.89316239316238
Ablation S (D+T+S),NC,0,0.49301805411166527,5250.583333333333,179.56755652153964,325.20068027210885
Ablation S (D+T+S),NC,1,0.35040985195266877,5161.333333333333,168.11239635248242,237.48299319727892
Ablation S (D+T+S),NC,2,0.38098162073120617,5087.166666666667,168.8979607578641,322.3996598639456
Ablation S (D+T+S),NC,3,0.3213268624542946,5256.75,164.16603811146913,306.7857142857143
Ablation S (D+T+S),NC,5,0.34934866088992533,5086.416666666667,170.72002688192916,237.87925170068027
Ablation S (D+T+S),NC,4,0.3000874884633344,5128.833333333333,167.60063815436092,295.46938775510205
Ablation S (D+T+S),NC,6,0.37689595422201916,5154.583333333333,169.4861135234346,346.0595238095238
Ablation S (D+T+S),NC,8,0.3587803632493843,5095.333333333333,169.26598889899074,241.5408163265306
Ablation S (D+T+S),NC,7,0.41757970496946967,5257.833333333333,177.00429619109903,357.8299319727891
Ablation S (D+T+S),NC,9,0.2618091691673389,5116.333333333333,154.37742333453244,261.3537414965986
Ablation S (D+T+S),NC,10,0.32968632417941784,5168.166666666667,161.9385599075549,320.48979591836735
Ablation S (D+T+S),NC,11,0.39117414928757716,5122.5,171.1192683409839,299.73639455782313
Ablation S (D+T+S),NC,12,0.3704710325869664,5106.416666666667,172.17616288350033,283.81632653061223
